"State","State_Abb","Type","Year","Count_1k"
"Alabama","AL","Breast",2000,0.617605106800317
"Alabama","AL","Breast",2001,0.642762977594854
"Alabama","AL","Breast",2002,0.636576615924066
"Alabama","AL","Breast",2003,0.601108142344883
"Alabama","AL","Breast",2004,0.606882079904285
"Alabama","AL","Breast",2005,0.637607676202531
"Alabama","AL","Breast",2006,0.672663725670328
"Alabama","AL","Breast",2007,0.674932058282951
"Alabama","AL","Breast",2008,0.716793105588615
"Alabama","AL","Breast",2009,0.710400531862134
"Alabama","AL","Breast",2010,0.707513563082433
"Alabama","AL","Breast",2011,0.712462652419063
"Alabama","AL","Prostate",2006,0.77494490529402
"Alabama","AL","Prostate",2007,0.801133836367022
"Alabama","AL","Prostate",2008,0.774120057071249
"Alabama","AL","Prostate",2009,0.788554900969753
"Alabama","AL","Prostate",2010,0.780718842853422
"Alabama","AL","Prostate",2011,0.764428090453681
"Alabama","AL","Prostate",2003,0.635545555645602
"Alabama","AL","Prostate",2000,0.573269514826337
"Alabama","AL","Prostate",2001,0.639463584703767
"Alabama","AL","Prostate",2002,0.631627526587436
"Alabama","AL","Prostate",2004,0.670395393057706
"Alabama","AL","Prostate",2005,0.688542053958684
"Alaska","AK","Breast",2005,0.499503211479887
"Alaska","AK","Breast",1999,0.415347779110993
"Alaska","AK","Breast",2000,0.490001791696302
"Alaska","AK","Breast",2001,0.462854878028917
"Alaska","AK","Breast",2002,0.443852038461747
"Alaska","AK","Breast",2003,0.507647285580102
"Alaska","AK","Breast",2004,0.460140186662178
"Alaska","AK","Prostate",1999,0.388200865443608
"Alaska","AK","Breast",2006,0.503575248529995
"Alaska","AK","Breast",2007,0.529364816514011
"Alaska","AK","Breast",2008,0.552439693131288
"Alaska","AK","Breast",2009,0.51171932263021
"Alaska","AK","Breast",2010,0.561941112914873
"Alaska","AK","Breast",2011,0.568727841331719
"Alaska","AK","Prostate",2006,0.484572408962825
"Alaska","AK","Prostate",2007,0.551082347447919
"Alaska","AK","Prostate",2008,0.519863396730426
"Alaska","AK","Prostate",2009,0.51171932263021
"Alaska","AK","Prostate",2010,0.51171932263021
"Alaska","AK","Prostate",2011,0.423491853211208
"Alaska","AK","Prostate",2003,0.431635927311424
"Alaska","AK","Prostate",2000,0.413990433427624
"Alaska","AK","Prostate",2001,0.461497532345548
"Alaska","AK","Prostate",2002,0.534794199247488
"Alaska","AK","Prostate",2004,0.506289939896733
"Alaska","AK","Prostate",2005,0.394987593860454
"Arizona","AZ","Breast",2005,0.487559652522386
"Arizona","AZ","Breast",1999,0.491422099495446
"Arizona","AZ","Breast",2000,0.505831997818015
"Arizona","AZ","Breast",2001,0.516379449167524
"Arizona","AZ","Breast",2002,0.516973671778764
"Arizona","AZ","Breast",2003,0.488302430786436
"Arizona","AZ","Breast",2004,0.510140111749504
"Arizona","AZ","Prostate",1999,0.462008080239068
"Arizona","AZ","Prostate",2000,0.453986074987328
"Arizona","AZ","Prostate",2001,0.484588539466186
"Arizona","AZ","Prostate",2002,0.453986074987328
"Arizona","AZ","Prostate",2003,0.465424860253697
"Arizona","AZ","Prostate",2004,0.490233654272966
"Arizona","AZ","Prostate",2005,0.533017682282243
"Arizona","AZ","Prostate",2006,0.635223971415515
"Arizona","AZ","Prostate",2007,0.607444064340047
"Arizona","AZ","Prostate",2008,0.506129109123635
"Arizona","AZ","Prostate",2009,0.509694444791074
"Arizona","AZ","Prostate",2010,0.470475752449237
"Arizona","AZ","Prostate",2011,0.417887051354501
"Arizona","AZ","Breast",2007,0.57119648505441
"Arizona","AZ","Breast",2008,0.602393172144508
"Arizona","AZ","Breast",2009,0.604770062589468
"Arizona","AZ","Breast",2006,0.508505999568594
"Arizona","AZ","Breast",2011,0.610118066090627
"Arizona","AZ","Breast",2010,0.593034166017478
"Arkansas","AR","Prostate",2003,0.757154622368289
"Arkansas","AR","Prostate",2004,0.704902188500487
"Arkansas","AR","Prostate",2001,0.662426016453112
"Arkansas","AR","Prostate",2011,0.759177297227688
"Arkansas","AR","Breast",2003,0.608825132679043
"Arkansas","AR","Breast",2004,0.59095817142102
"Arkansas","AR","Breast",2005,0.587924159131922
"Arkansas","AR","Breast",2006,0.625006531554233
"Arkansas","AR","Breast",2007,0.656020879398349
"Arkansas","AR","Breast",2008,0.609162245155609
"Arkansas","AR","Breast",2009,0.645907505101355
"Arkansas","AR","Breast",2010,0.647593067484187
"Arkansas","AR","Breast",2011,0.641187930429424
"Arkansas","AR","Prostate",2007,0.786483407829572
"Arkansas","AR","Prostate",2008,0.772998908766913
"Arkansas","AR","Prostate",2009,0.763896871899619
"Arkansas","AR","Prostate",2010,0.769290671524682
"Arkansas","AR","Breast",2001,0.632423006038696
"Arkansas","AR","Prostate",2005,0.771987571337214
"Arkansas","AR","Prostate",2006,0.78951742011867
"California","CA","Breast",2004,0.552052058501385
"California","CA","Breast",2005,0.571200309258424
"California","CA","Breast",2008,0.620037368726242
"California","CA","Breast",2009,0.620913600927775
"California","CA","Breast",2006,0.574937181882611
"California","CA","Breast",2007,0.600064428838348
"California","CA","Prostate",2008,0.578390567618066
"California","CA","Prostate",2009,0.574189807357773
"California","CA","Prostate",2010,0.572231170671993
"California","CA","Prostate",2011,0.570169447844855
"California","CA","Breast",2003,0.550170736421622
"California","CA","Prostate",1999,0.539810579215257
"California","CA","Prostate",2000,0.538161200953547
"California","CA","Prostate",2001,0.554835384318021
"California","CA","Prostate",2002,0.577617421557889
"California","CA","Prostate",2003,0.542361961213839
"California","CA","Prostate",2004,0.575864957154822
"California","CA","Breast",2010,0.611094645963533
"California","CA","Breast",2011,0.639082533341924
"California","CA","Prostate",2007,0.6154758069712
"California","CA","Breast",1999,0.567360350492881
"California","CA","Breast",2000,0.568391211906449
"California","CA","Breast",2001,0.576560788608981
"California","CA","Breast",2002,0.58122543650538
"California","CA","Prostate",2005,0.531718317118742
"California","CA","Prostate",2006,0.569293215643322
"Colorado","CO","Breast",2004,0.50281317717807
"Colorado","CO","Breast",2005,0.551171369858768
"Colorado","CO","Breast",2008,0.604757475261704
"Colorado","CO","Breast",2009,0.645460510027697
"Colorado","CO","Breast",2006,0.551358081027419
"Colorado","CO","Breast",2007,0.579551467493772
"Colorado","CO","Prostate",2008,0.67365389649405
"Colorado","CO","Prostate",2009,0.654796068460264
"Colorado","CO","Prostate",2010,0.583285690866799
"Colorado","CO","Prostate",2011,0.576377377626699
"Colorado","CO","Breast",2003,0.537914876884522
"Colorado","CO","Prostate",1999,0.507854378731656
"Colorado","CO","Prostate",2000,0.507667667563005
"Colorado","CO","Prostate",2001,0.529326163126561
"Colorado","CO","Prostate",2002,0.535861054029358
"Colorado","CO","Prostate",2003,0.533060386499588
"Colorado","CO","Prostate",2004,0.542769367269457
"Colorado","CO","Prostate",2005,0.568348797374692
"Colorado","CO","Prostate",2006,0.609051832140685
"Colorado","CO","Prostate",2007,0.711742974898924
"Colorado","CO","Breast",1999,0.536421187535312
"Colorado","CO","Breast",2000,0.523538116898369
"Colorado","CO","Breast",2001,0.532126830656331
"Colorado","CO","Breast",2002,0.531193274813074
"Colorado","CO","Breast",2011,0.630523616535589
"Colorado","CO","Breast",2010,0.632577439390754
"Connecticut","CT","Prostate",2000,0.857736182592988
"Connecticut","CT","Prostate",2001,0.858848320268959
"Connecticut","CT","Prostate",1999,0.752083103375699
"Connecticut","CT","Prostate",2004,0.699256563767055
"Connecticut","CT","Prostate",2005,0.724557695895406
"Connecticut","CT","Prostate",2002,0.838273773263487
"Connecticut","CT","Prostate",2003,0.766818927582321
"Connecticut","CT","Prostate",2008,0.811026400202187
"Connecticut","CT","Prostate",2009,0.84439053048133
"Connecticut","CT","Prostate",2010,0.756809688498578
"Connecticut","CT","Prostate",2011,0.734844969398142
"Connecticut","CT","Breast",2003,0.765984824325343
"Connecticut","CT","Breast",2004,0.790729887615708
"Connecticut","CT","Breast",2005,0.802963402051394
"Connecticut","CT","Breast",2006,0.808246056012258
"Connecticut","CT","Breast",2007,0.819645467190965
"Connecticut","CT","Breast",2008,0.83076684395068
"Connecticut","CT","Breast",2009,0.853287631889102
"Connecticut","CT","Breast",2010,0.867189352838745
"Connecticut","CT","Breast",2011,0.863018836553852
"Connecticut","CT","Prostate",2007,0.868023456095724
"Connecticut","CT","Breast",1999,0.831044878369673
"Connecticut","CT","Breast",2000,0.806577849498301
"Connecticut","CT","Breast",2001,0.851897459794138
"Connecticut","CT","Breast",2002,0.797958782509522
"Connecticut","CT","Prostate",2006,0.849117115604209
"Delaware","DE","Breast",2004,0.611363233128192
"Delaware","DE","Breast",2005,0.705419115147914
"Delaware","DE","Breast",2006,0.645565372044454
"Delaware","DE","Breast",2008,0.726795451970578
"Delaware","DE","Breast",2009,0.739621254064176
"Delaware","DE","Breast",2010,0.786649195074037
"Delaware","DE","Breast",2007,0.749240605634375
"Delaware","DE","Prostate",2008,0.903150230757556
"Delaware","DE","Prostate",2009,0.861466373953361
"Delaware","DE","Prostate",2010,0.821920150831433
"Delaware","DE","Prostate",2011,0.836883586607297
"Delaware","DE","Breast",2003,0.626326668904057
"Delaware","DE","Prostate",1999,0.645565372044454
"Delaware","DE","Prostate",2000,0.628464302586323
"Delaware","DE","Prostate",2001,0.752447056157774
"Delaware","DE","Prostate",2002,0.819782517149166
"Delaware","DE","Prostate",2003,0.740690070905309
"Delaware","DE","Prostate",2004,0.688318045689782
"Delaware","DE","Prostate",2005,0.726795451970578
"Delaware","DE","Breast",2011,0.759928774045707
"Delaware","DE","Prostate",2007,0.991862028571612
"Delaware","DE","Breast",1999,0.639152470997655
"Delaware","DE","Breast",2000,0.649840639408987
"Delaware","DE","Breast",2001,0.645565372044454
"Delaware","DE","Breast",2002,0.620982584698391
"Delaware","DE","Prostate",2006,0.935214735991552
"District of Columbia",NA,"Breast",2006,0.676892909774425
"District of Columbia",NA,"Breast",2007,0.681446001095777
"District of Columbia",NA,"Breast",2008,0.645021270524956
"District of Columbia",NA,"Breast",2010,0.714835337452363
"District of Columbia",NA,"Breast",2011,0.767954736201477
"District of Columbia",NA,"Prostate",2007,0.857498865521412
"District of Columbia",NA,"Breast",2009,0.687516789524248
"District of Columbia",NA,"Prostate",2010,0.745189279594714
"District of Columbia",NA,"Prostate",2011,0.802861769665181
"District of Columbia",NA,"Breast",2003,0.898476687413586
"District of Columbia",NA,"Breast",2004,0.620738116811076
"District of Columbia",NA,"Breast",2005,0.628326602346663
"District of Columbia",NA,"Prostate",1999,0.834733408914649
"District of Columbia",NA,"Prostate",2000,0.857498865521412
"District of Columbia",NA,"Prostate",2003,0.728494611416421
"District of Columbia",NA,"Prostate",2004,0.645021270524956
"District of Columbia",NA,"Prostate",2005,0.638950482096486
"District of Columbia",NA,"Prostate",2006,0.649574361846309
"District of Columbia",NA,"Breast",2000,0.678410606881542
"District of Columbia",NA,"Prostate",2008,0.748224673808949
"District of Columbia",NA,"Prostate",2009,0.689034486631365
"District of Columbia",NA,"Breast",1999,0.68599909241713
"Florida","FL","Prostate",2008,0.7773472642569
"Florida","FL","Prostate",1999,0.773727954697504
"Florida","FL","Prostate",2000,0.778201823458424
"Florida","FL","Prostate",2001,0.796851321326978
"Florida","FL","Prostate",2002,0.779760137296497
"Florida","FL","Prostate",2003,0.718382679351743
"Florida","FL","Prostate",2004,0.672588359787721
"Florida","FL","Prostate",2005,0.718583752105043
"Florida","FL","Prostate",2006,0.762317075947743
"Florida","FL","Prostate",2007,0.808513541018364
"Florida","FL","Breast",1999,0.68223985194611
"Florida","FL","Breast",2000,0.681033415426312
"Florida","FL","Breast",2001,0.69098651671465
"Florida","FL","Breast",2002,0.689729812006527
"Florida","FL","Breast",2003,0.649263920404949
"Florida","FL","Breast",2004,0.641673423967882
"Florida","FL","Breast",2005,0.661730431109534
"Florida","FL","Breast",2006,0.676911423983666
"Florida","FL","Breast",2007,0.691036784902975
"Florida","FL","Breast",2008,0.71295371501265
"Florida","FL","Breast",2009,0.720343138696416
"Florida","FL","Breast",2010,0.723359229995913
"Florida","FL","Breast",2011,0.723861911879162
"Florida","FL","Prostate",2010,0.70797716436848
"Florida","FL","Prostate",2011,0.674297478190769
"Florida","FL","Prostate",2009,0.753218533860928
"Georgia","GA","Breast",2001,0.517363825315234
"Georgia","GA","Breast",1999,0.470717890835243
"Georgia","GA","Breast",2000,0.50102289285409
"Georgia","GA","Breast",2005,0.524692485934171
"Georgia","GA","Breast",2006,0.549946654283211
"Georgia","GA","Breast",2007,0.600950170752841
"Georgia","GA","Breast",2008,0.613428700995896
"Georgia","GA","Breast",2009,0.633037819949268
"Georgia","GA","Breast",2010,0.617588211076914
"Georgia","GA","Breast",2011,0.660866923110367
"Georgia","GA","Prostate",2006,0.633037819949268
"Georgia","GA","Prostate",2007,0.67730689152582
"Georgia","GA","Prostate",2008,0.691171925129215
"Georgia","GA","Breast",2002,0.523900198299691
"Georgia","GA","Breast",2003,0.522018515167802
"Georgia","GA","Breast",2004,0.533605721822067
"Georgia","GA","Prostate",1999,0.450118412338771
"Georgia","GA","Prostate",2000,0.493595196280843
"Georgia","GA","Prostate",2001,0.534001865639307
"Georgia","GA","Prostate",2002,0.545490036339263
"Georgia","GA","Prostate",2003,0.493298088417914
"Georgia","GA","Prostate",2004,0.532912470141898
"Georgia","GA","Prostate",2005,0.548461114968562
"Georgia","GA","Prostate",2010,0.645417314238013
"Georgia","GA","Prostate",2011,0.650864291725061
"Georgia","GA","Prostate",2009,0.680674113972359
"Hawaii","HI","Breast",2001,0.648087683445798
"Hawaii","HI","Breast",1999,0.619205514944409
"Hawaii","HI","Breast",2000,0.554396746599829
"Hawaii","HI","Breast",2005,0.613569969870967
"Hawaii","HI","Breast",2006,0.591732232711381
"Hawaii","HI","Breast",2007,0.646678797177437
"Hawaii","HI","Breast",2008,0.678378738215547
"Hawaii","HI","Breast",2009,0.734734188949964
"Hawaii","HI","Breast",2010,0.759389698646272
"Hawaii","HI","Breast",2011,0.740369734023406
"Hawaii","HI","Prostate",2006,0.638225479567275
"Hawaii","HI","Prostate",2007,0.628363275688752
"Hawaii","HI","Prostate",2008,0.606525538529165
"Hawaii","HI","Breast",2002,0.639634365835635
"Hawaii","HI","Breast",2003,0.609343311065886
"Hawaii","HI","Breast",2004,0.620614401212769
"Hawaii","HI","Prostate",1999,0.55651007600237
"Hawaii","HI","Prostate",2000,0.568485609283433
"Hawaii","HI","Prostate",2001,0.565667836746713
"Hawaii","HI","Prostate",2002,0.49240575079197
"Hawaii","HI","Prostate",2003,0.55580563286819
"Hawaii","HI","Prostate",2004,0.595254448382281
"Hawaii","HI","Prostate",2005,0.595958891516462
"Hawaii","HI","Prostate",2010,0.541716770184585
"Hawaii","HI","Prostate",2011,0.562850064209992
"Hawaii","HI","Prostate",2009,0.572007824954334
"Idaho","ID","Breast",2001,0.517600877107113
"Idaho","ID","Breast",1999,0.503528985649118
"Idaho","ID","Breast",2000,0.525554554887719
"Idaho","ID","Prostate",1999,0.518824519842591
"Idaho","ID","Prostate",2000,0.616104117313076
"Idaho","ID","Prostate",2001,0.627728723300115
"Idaho","ID","Prostate",2002,0.611209546371165
"Idaho","ID","Prostate",2003,0.607538618164732
"Idaho","ID","Prostate",2004,0.626505080564638
"Idaho","ID","Prostate",2005,0.663826183996711
"Idaho","ID","Prostate",2006,0.726231963506079
"Idaho","ID","Prostate",2007,0.795979599428314
"Idaho","ID","Prostate",2008,0.707265501106173
"Idaho","ID","Prostate",2009,0.719501928460951
"Idaho","ID","Prostate",2010,0.711548250680345
"Idaho","ID","Prostate",2011,0.733573819918946
"Idaho","ID","Breast",2003,0.501081700178162
"Idaho","ID","Breast",2004,0.467431524952523
"Idaho","ID","Breast",2005,0.495575307868512
"Idaho","ID","Breast",2006,0.576335728410048
"Idaho","ID","Breast",2007,0.591019441235781
"Idaho","ID","Breast",2008,0.578171192513264
"Idaho","ID","Breast",2009,0.603255868590559
"Idaho","ID","Breast",2010,0.614880474577599
"Idaho","ID","Breast",2011,0.615492295945337
"Idaho","ID","Breast",2002,0.553698337803708
"Illinois","IL","Prostate",2009,0.739951151268033
"Illinois","IL","Prostate",2010,0.648029824743917
"Illinois","IL","Prostate",2011,0.654240725184735
"Illinois","IL","Prostate",2008,0.757031127480284
"Illinois","IL","Breast",2004,0.64919436857657
"Illinois","IL","Breast",2005,0.664255802145556
"Illinois","IL","Breast",2006,0.693291761706383
"Illinois","IL","Breast",2007,0.69562084937169
"Illinois","IL","Breast",2008,0.708663740297409
"Illinois","IL","Breast",2009,0.724035718888435
"Illinois","IL","Breast",2010,0.729703165540682
"Illinois","IL","Breast",2011,0.750587318272935
"Illinois","IL","Prostate",2007,0.759515487656612
"Illinois","IL","Breast",1999,0.708508467786388
"Illinois","IL","Breast",2000,0.689642857697402
"Illinois","IL","Breast",2001,0.704238473733326
"Illinois","IL","Breast",2003,0.63917929161575
"Illinois","IL","Prostate",1999,0.651445819986367
"Illinois","IL","Prostate",2000,0.656492176594532
"Illinois","IL","Prostate",2001,0.695931394393731
"Illinois","IL","Prostate",2002,0.720076269857413
"Illinois","IL","Prostate",2003,0.664721619678617
"Illinois","IL","Prostate",2004,0.653852543907184
"Illinois","IL","Prostate",2005,0.643526921924323
"Illinois","IL","Prostate",2006,0.69888157210312
"Illinois","IL","Breast",2002,0.687701951309646
"Indiana","IN","Prostate",2009,0.566936820651659
"Indiana","IN","Prostate",2010,0.526008226647395
"Indiana","IN","Prostate",2011,0.539347916545081
"Indiana","IN","Prostate",2008,0.596041598610247
"Indiana","IN","Breast",2004,0.606046366033511
"Indiana","IN","Breast",2005,0.614535259604766
"Indiana","IN","Breast",2006,0.63985035293333
"Indiana","IN","Breast",2007,0.649551945586192
"Indiana","IN","Breast",2008,0.660769412091065
"Indiana","IN","Breast",2009,0.688509903582844
"Indiana","IN","Breast",2010,0.677595611848373
"Indiana","IN","Breast",2011,0.675321801070358
"Indiana","IN","Prostate",2007,0.634696381836496
"Indiana","IN","Breast",1999,0.666832907499104
"Indiana","IN","Breast",2000,0.643488450178153
"Indiana","IN","Breast",2001,0.669864655203123
"Indiana","IN","Breast",2003,0.605591603877908
"Indiana","IN","Prostate",1999,0.517367745690939
"Indiana","IN","Prostate",2000,0.563905072947639
"Indiana","IN","Prostate",2001,0.599376521084668
"Indiana","IN","Prostate",2002,0.568301107118468
"Indiana","IN","Prostate",2003,0.584217782564571
"Indiana","IN","Prostate",2004,0.578609049312134
"Indiana","IN","Prostate",2005,0.579366986238139
"Indiana","IN","Prostate",2006,0.624236852257629
"Indiana","IN","Breast",2002,0.661527349017069
"Iowa","IA","Prostate",2009,0.739590219386018
"Iowa","IA","Prostate",2010,0.69839459358906
"Iowa","IA","Prostate",2011,0.711911908303686
"Iowa","IA","Prostate",2008,0.694854344497133
"Iowa","IA","Prostate",1999,0.725751063844852
"Iowa","IA","Prostate",2000,0.752785693274106
"Iowa","IA","Prostate",2001,0.733153402855243
"Iowa","IA","Prostate",2002,0.742486786824866
"Iowa","IA","Prostate",2003,0.671359964159806
"Iowa","IA","Prostate",2004,0.687773846313281
"Iowa","IA","Prostate",2005,0.696463548629827
"Iowa","IA","Prostate",2006,0.736371811120631
"Iowa","IA","Prostate",2007,0.734118925334859
"Iowa","IA","Breast",1999,0.754716738233339
"Iowa","IA","Breast",2000,0.71094638582407
"Iowa","IA","Breast",2001,0.745705195090254
"Iowa","IA","Breast",2002,0.745061513437176
"Iowa","IA","Breast",2003,0.695176185323672
"Iowa","IA","Breast",2004,0.696141707803288
"Iowa","IA","Breast",2005,0.702578524334063
"Iowa","IA","Breast",2006,0.703865887640218
"Iowa","IA","Breast",2007,0.71352111243638
"Iowa","IA","Breast",2008,0.70837165921176
"Iowa","IA","Breast",2009,0.750210966661796
"Iowa","IA","Breast",2010,0.762440918070268
"Iowa","IA","Breast",2011,0.76694668964181
"Kansas","KS","Prostate",2008,0.767556432959679
"Kansas","KS","Prostate",2009,0.73518752102688
"Kansas","KS","Prostate",2010,0.685601102746846
"Kansas","KS","Prostate",2011,0.765834682324956
"Kansas","KS","Breast",2003,0.642212986751818
"Kansas","KS","Breast",2004,0.639113835609316
"Kansas","KS","Breast",2005,0.655298291575715
"Kansas","KS","Breast",2006,0.703851659474914
"Kansas","KS","Breast",2007,0.67630364931934
"Kansas","KS","Breast",2008,0.675614949065451
"Kansas","KS","Breast",2009,0.682501951604344
"Kansas","KS","Breast",2010,0.675614949065451
"Kansas","KS","Breast",2011,0.704540359728804
"Kansas","KS","Prostate",2007,0.774787785625517
"Kansas","KS","Breast",1999,0.696620306809076
"Kansas","KS","Breast",2000,0.689044604016293
"Kansas","KS","Breast",2001,0.699030757697689
"Kansas","KS","Breast",2002,0.691455054904906
"Kansas","KS","Prostate",1999,0.705917760236582
"Kansas","KS","Prostate",2000,0.6983420574438
"Kansas","KS","Prostate",2001,0.668727946526557
"Kansas","KS","Prostate",2002,0.698686407570744
"Kansas","KS","Prostate",2003,0.683535001985178
"Kansas","KS","Prostate",2004,0.715903913917978
"Kansas","KS","Prostate",2005,0.686978503254625
"Kansas","KS","Prostate",2006,0.695242906301297
"Kentucky","KY","Prostate",2008,0.647111776550672
"Kentucky","KY","Prostate",2009,0.635556209112267
"Kentucky","KY","Prostate",2010,0.638728325663986
"Kentucky","KY","Prostate",2011,0.638954905417681
"Kentucky","KY","Breast",2003,0.63623594837335
"Kentucky","KY","Breast",2004,0.63464989009749
"Kentucky","KY","Breast",2005,0.642580181476788
"Kentucky","KY","Breast",2006,0.692201147535821
"Kentucky","KY","Breast",2007,0.690161929752573
"Kentucky","KY","Breast",2008,0.701717497190978
"Kentucky","KY","Breast",2009,0.70828831004811
"Kentucky","KY","Breast",2010,0.705116193496391
"Kentucky","KY","Breast",2011,0.71961729773282
"Kentucky","KY","Prostate",2007,0.714405963397853
"Kentucky","KY","Breast",1999,0.664105258077738
"Kentucky","KY","Breast",2000,0.646658617043284
"Kentucky","KY","Breast",2001,0.65504206792997
"Kentucky","KY","Breast",2002,0.643033340984176
"Kentucky","KY","Prostate",1999,0.634876469851185
"Kentucky","KY","Prostate",2000,0.6303448747773
"Kentucky","KY","Prostate",2001,0.650510472856085
"Kentucky","KY","Prostate",2002,0.666824215122069
"Kentucky","KY","Prostate",2003,0.613577973003929
